;;;;;;;;;;;;;;;;
Материальный отчёт;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Параметры:;;;Начало периода: 01.05.2024;;;;;;;;;;;;;
;;;Конец периода: 08.05.2024;;;;;;;;;;;;;
;;;СКЛАД: Охрана труда (Салфетников...;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Склад;;;;;;;;;Кол-во начальный остаток;Стоимость начальный остаток;Кол-во приход;Стоимость приход;Кол-во расход;Стоимость расход;Кол-во конечный остаток;Стоимость конечный остаток
№;Код;;;Номенклатура;;;Ед. измерения;Цена;;;;;;;;
Итого;;;;;;;;;310,800;177 522,19;;;;;310,800;177 522,19
Охрана труда (Салфетников М.В.);;;;;;;;;310,800;177 522,19;;;;;310,800;177 522,19
1;10641      ;;;Антистеплер;;;шт;36,44;1,000;36,44;;;;;1,000;36,44
2;05754      ;;;Аптечка автомобильная;;;шт;406,59;12,000;4 879,08;;;;;12,000;4 879,08
3;30736      ;;;Блок для записей;;;шт;68,88;2,000;137,76;;;;;2,000;137,76
4;32752      ;;;Блок самоклеящ.(стикер);;;шт;69,67;1,000;69,67;;;;;1,000;69,67
5;17740      ;;;Бумага  писчая А-4;;;шт;246,87;15,000;3 703,05;;;;;15,000;3 703,05
6;32139      ;;;Бумага  туалетная;;;упак;164,8;1,000;164,80;;;;;1,000;164,80
7;23524      ;;;Губка для доски магнитная;;;шт;94,81;1,000;94,81;;;;;1,000;94,81
8;26814      ;;;Жалюзи  вертикальные;;;м2;598,57;3,800;2 274,57;;;;;3,800;2 274,57
9;43247      ;;;Журнал регистрации  инструктажа по охране труда на рабочем месте;;;шт;540;1,000;540,00;;;;;1,000;540,00
10;29922      ;;;Карандаш чернографитный с ласт.;;;шт;10,31;5,000;51,55;;;;;5,000;51,55
11;02639      ;;;Клей  карандаш;;;шт;43,59;2,000;87,18;;;;;2,000;87,18
12;05035      ;;;Клей ПВА канц,;;;шт;34;1,000;34,00;;;;;1,000;34,00
13;29704      ;;;Корректирующая жидкость;;;шт;26,89;2,000;53,78;;;;;2,000;53,78
14;31238      ;;;Кресло оператора;;;шт;4 215,81;2,000;8 431,62;;;;;2,000;8 431,62
15;01612      ;;;Куртка  утепленная;;;шт;4 802,06;1,000;4 802,06;;;;;1,000;4 802,06
16;02670      ;;;Ластик  резинка;;;шт;10,98;1,000;10,98;;;;;1,000;10,98
17;04564      ;;;Линейка  ;;;шт;37;1,000;37,00;;;;;1,000;37,00
18;30303      ;;;Мыло туалетное 1/190;;;шт;43,77;4,000;175,08;;;;;4,000;175,08
19;06559      ;;;Нить прошивная;;;шт;115,69;1,000;115,69;;;;;1,000;115,69
20;02713      ;;;Ножницы  канцелярские ;;;шт;106,74;1,000;106,74;;;;;1,000;106,74
21;31832      ;;;Огнетушитель ОВЭ-5(3) ;;;шт;7 161,02;10,000;71 610,20;;;;;10,000;71 610,20
22;43338      ;;;Память USB Flash 8Гб;;;шт;240;1,000;240,00;;;;;1,000;240,00
23;21781      ;;;Папка-регистратор;;;шт;131,71;4,000;526,84;;;;;4,000;526,84
24;25131      ;;;План эвакуации при пожаре;;;шт;2 687,5;3,000;8 062,50;;;;;3,000;8 062,50
25;31148      ;;;Подставка под огнетушитель;;;шт;567,56;10,000;5 675,60;;;;;10,000;5 675,60
26;02935      ;;;Полотенце бумажное ;;;упак;57,7;2,000;115,40;;;;;2,000;115,40
27;21190      ;;;Ручка гелевая;;;шт;19,73;2,000;39,46;;;;;2,000;39,46
28;19122      ;;;Ручка шариковая;;;шт;15,09;2,000;30,18;;;;;2,000;30,18
29;28809      ;;;Ручка шариковая;;;шт;20,6;2,000;41,20;;;;;2,000;41,20
30;09781      ;;;Ручка-корректор ;;;шт;61,27;1,000;61,27;;;;;1,000;61,27
31;02767      ;;;Скобы  к  степлеру  N24  ;;;пачка;24,18;3,000;72,54;;;;;3,000;72,54
32;02768      ;;;Скрепки  канцелярские  28мм;;;пачка;24,73;3,000;74,19;;;;;3,000;74,19
33;02773      ;;;Степлер  N  24;;;шт;186,89;1,000;186,89;;;;;1,000;186,89
34;31315      ;;;Текстовыделитель;;;шт;30,55;2,000;61,10;;;;;2,000;61,10
35;23089      ;;;Телефон ;;;шт;51 656,98;1,000;51 656,98;;;;;1,000;51 656,98
36;02788      ;;;Точилка;;;шт;37,66;1,000;37,66;;;;;1,000;37,66
37;12032      ;;;Тумба подкатная;;;шт;3 086,71;1,000;3 086,71;;;;;1,000;3 086,71
38;22200      ;;;Файл А4;;;шт;1,49;200,000;298,00;;;;;200,000;298,00
39;13529      ;;;Шкаф для документов;;;шт;3 279,87;3,000;9 839,61;;;;;3,000;9 839,61
Итого;;;;;;;;;310,800;177 522,19;;;;;310,800;177 522,19
