;;;;;;;;;;;;;;;;
Материальный отчёт;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Параметры:;;;Начало периода: 01.05.2024;;;;;;;;;;;;;
;;;Конец периода: 08.05.2024;;;;;;;;;;;;;
;;;СКЛАД: АУП;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Склад;;;;;;;;;Кол-во начальный остаток;Стоимость начальный остаток;Кол-во приход;Стоимость приход;Кол-во расход;Стоимость расход;Кол-во конечный остаток;Стоимость конечный остаток
№;Код;;;Номенклатура;;;Ед. измерения;Цена;;;;;;;;
Итого;;;;;;;;;180,9;1049506,66;;;;;180,9;1049506,66
 (ИП Кулаков Г.И.);;;;;;;;;9;33377,41;;;;;9;33377,41
1;2216;;;Зеркало;;;шт;1504,05;1;1504,05;;;;;1;1504,05
2;4643;;;Корзина для  мусора;;;шт;60,44;2;120,88;;;;;2;120,88
3;4469;;;Огнетушитель ОУ-5;;;шт;2005,08;3;6015,24;;;;;3;6015,24
4;2353;;;Стеллаж;;;шт;8579,08;3;25737,24;;;;;3;25737,24
1;2216;;;Зеркало;;;шт;1504,05;1;1504,05;;;;;1;1504,05
2;2620;;;Калькулятор;;;шт;412,19;1;412,19;;;;;1;412,19
3;2372;;;Стол для компьютера;;;шт;;1;;;;;;1;
4;2532;;;Стул п/м;;;шт;;1;;;;;;1;
5;3378;;;Фильтр  сетевой;;;шт;416,49;1;416,49;;;;;1;416,49
6;2743;;;Шкаф для одежды;;;шт;;1;;;;;;1;
1;16028;;;Бензопила;;;шт;14490;1;14490;;;;;1;14490
2;29689;;;Вытяжка KUPPERSBERG F 660;;;шт;19482,2;1;19482,2;;;;;1;19482,2
3;32375;;;Горизонталь ЛРС (3,05 м);;;шт;218,5;20;4370;;;;;20;4370
4;32376;;;Диагональ ЛРС (3,3 м);;;шт;432,25;6;2593,5;;;;;6;2593,5
5;22888;;;Коннектор;;;шт;556,11;1;556,11;;;;;1;556,11
6;42964;;;Ларь морозильный HCE429R Haier;;;шт;34891,67;1;34891,67;;;;;1;34891,67
7;29691;;;Машина посудомоечная "Bosch" SMV 24AX02R;;;шт;22855,08;1;22855,08;;;;;1;22855,08
8;43063;;;Моноблок HP 22 AMD Ryzen;;;шт;45000;1;45000;;;;;1;45000
9;42965;;;Морозильник горизонтальный 400S;;;шт;30608,33;1;30608,33;;;;;1;30608,33
10;31327;;;Мяч для н/т;;;шт;86,82;20;1736,4;;;;;20;1736,4
11;30563;;;Наушники Sony MDR-Z7;;;шт;33050;1;33050;;;;;1;33050
12;32406;;;Ноутбук Apple MacBook Pro;;;шт;159991,67;1;159991,67;;;;;1;159991,67
13;42923;;;Ноутбук ASUS VivoBook PRO15 ;;;шт;64415,83;1;64415,83;;;;;1;64415,83
14;29688;;;Панель варочная индукционная BOSCH PIF651FB1E;;;шт;30499,16;1;30499,16;;;;;1;30499,16
15;2752;;;Подставка  угол;;;шт;163,44;2;326,88;;;;;2;326,88
16;4812;;;Принтер лазерный Canon;;;шт;17617,8;1;17617,8;;;;;1;17617,8
17;32377;;;Пята опорная ЛРС;;;шт;93,1;6;558,6;;;;;6;558,6
18;31326;;;Ракетка;;;шт;1404,56;4;5618,24;;;;;4;5618,24
19;32373;;;Рама без лестницы;;;шт;845,5;13;10991,5;;;;;13;10991,5
20;32374;;;Рама с лестницей;;;шт;936,7;5;4683,5;;;;;5;4683,5
21;32378;;;Ригель настила ЛРС (3,0 м);;;шт;760;8;6080;;;;;8;6080
22;32405;;;Смартфон IPhone;;;шт;54991,67;1;54991,67;;;;;1;54991,67
23;31325;;;Стол для настольного тенниса;;;шт;19399,03;1;19399,03;;;;;1;19399,03
24;30564;;;Усилитель для наушников Sony PHA-3;;;шт;42372,03;1;42372,03;;;;;1;42372,03
25;4720;;;Фляга алюминевая;;;шт;448,09;6;2688,54;;;;;6;2688,54
26;32788;;;Фрезер  DeWalt;;;шт;21658,33;1;21658,33;;;;;1;21658,33
27;9945;;;Хвостовик;;;шт;497,33;2;994,66;;;;;2;994,66
28;3119;;;Центр вращения;;;шт;1686,59;3;5059,77;;;;;3;5059,77
29;29690;;;Шкаф духовой HOTPOINT-ARISTON MD 764 BL на встр СВЧ;;;шт;37278,81;1;37278,81;;;;;1;37278,81
1;14657;;;Доска офисная 900х1800 маг,;;;шт;3828,5;2;7657;;;;;2;7657
2;10996;;;Жалюзи вертикальные;;;шт;406,78;0,9;366,1;;;;;0,9;366,1
3;2866;;;Замок навесной;;;шт;284,59;1;284,59;;;;;1;284,59
4;1612;;;Куртка  утепленная;;;шт;4802,06;1;4802,06;;;;;1;4802,06
5;24635;;;Ламинатор;;;шт;2900;1;2900;;;;;1;2900
6;31569;;;Плодосъемник ;;;шт;1590;1;1590;;;;;1;1590
7;4812;;;Принтер лазерный Canon;;;шт;17617,8;1;17617,8;;;;;1;17617,8
8;17880;;;Светильник;;;шт;1316,1;27;35534,7;;;;;27;35534,7
9;3338;;;Сейф  металлический;;;шт;2085,19;1;2085,19;;;;;1;2085,19
10;25676;;;Секция;;;шт;20759,66;4;83038,64;;;;;4;83038,64
11;31069;;;Срезка;;;шт;1276;1;1276;;;;;1;1276
12;10786;;;Стул;;;шт;17819,88;8;142559,04;;;;;8;142559,04
13;24198;;;Стул кожа слоновая кость;;;шт;2041,25;2;4082,5;;;;;2;4082,5
1;2220;;;Калькулятор ;;;шт;564,64;2;1129,28;;;;;2;1129,28
2;2229;;;Клавиатура;;;шт;472,1;1;472,1;;;;;1;472,1
1;2257;;;Кресло офисное;;;шт;13179,17;1;13179,17;;;;;1;13179,17
1;2220;;;Калькулятор ;;;шт;564,64;1;564,64;;;;;1;564,64
1;2743;;;Шкаф для одежды;;;шт;;1;;;;;;1;
1;4402;;;Вешалка;;;шт;67,2;-3;-201,6;;;;;-3;-201,6
Итого;;;;;;;;;180,9;1049506,66;;;;;180,9;1049506,66
